record_id,city,country,continent,population,dev_status,grid_type,year,transport_mode,modal_share_pct,avg_trip_km,daily_trips_per_person,emission_factor_co2_kg_per_pkm,emission_factor_nox_kg_per_pkm,emission_factor_pm10_kg_per_pkm,energy_intensity_MJ_per_pkm,co2_emissions_tonnes,nox_emissions_tonnes,pm10_emissions_tonnes,energy_consumption_TJ
3577,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2022,Car,17.158,12.88,3,0.167404,0.00039351,4.6537e-05,2.27204,3646005.85,8570.5226,1013.56105,49.4843
3578,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2022,Motorcycle,42.52,8.24,3,0.101944,0.00067902,7.8536e-05,1.41581,3519954.15,23445.4138,2711.71544,48.8855
3579,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2022,ElectricCar,3.591,13.47,3,0.028683,1.087e-05,2.57e-06,0.31678,136718.71,51.8123,12.25001,1.5099
3580,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2022,ElectricBike,10.976,6.72,3,0.004248,1.6e-06,4.04e-07,0.04308,30878.84,11.6304,2.93669,0.3131
3581,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2022,Bus,14.755,10.68,3,0.076104,0.0010052,0.000107428,0.99759,1181891.91,15610.7135,1668.3523,15.4925
3582,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2022,Rail,2.654,14.74,3,0.020515,7.54e-06,1.585e-06,0.17648,79103.89,29.0735,6.11161,0.6805
3583,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2022,Bicycle,4.735,5.15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3584,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2022,Walk,3.61,2.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2023,Car,18.543,12.45,4,0.175392,0.00040517,4.9246e-05,2.1977,5320580.19,12290.9795,1493.89534,66.668
3586,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2023,Motorcycle,42.278,8.38,4,0.097952,0.00066984,7.0188e-05,1.43088,4560040.64,31183.6167,3267.52013,66.6129
3587,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2023,ElectricCar,3.553,12.43,4,0.028121,1.074e-05,2.349e-06,0.29406,163179.08,62.3215,13.63066,1.7064
3588,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2023,ElectricBike,11.998,6.88,4,0.004235,1.45e-06,4.39e-07,0.04376,45934.02,15.7271,4.76152,0.4746
3589,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2023,Bus,13.174,8.92,4,0.078193,0.00103832,0.000112958,1.07407,1207379.74,16032.7207,1744.18683,16.5847
3590,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2023,Rail,2.504,14.24,4,0.022477,6.99e-06,1.567e-06,0.16501,105329.27,32.7558,7.3431,0.7733
3591,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2023,Bicycle,4.236,5.1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3592,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2023,Walk,3.714,2.32,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2024,Car,18.425,12.68,4,0.177092,0.00035644,4.4968e-05,2.2651,5436654.45,10942.5672,1380.49984,69.5377
3594,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2024,Motorcycle,41.918,7.77,4,0.10042,0.00069485,7.7573e-05,1.44959,4297736.62,29737.9236,3319.93948,62.039
3595,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2024,ElectricCar,3.405,13.27,4,0.030155,1.042e-05,2.411e-06,0.31648,179062.15,61.8746,14.31666,1.8793
3596,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2024,ElectricBike,11.329,7.01,4,0.003979,1.47e-06,3.83e-07,0.0424,41522.63,15.3401,3.99678,0.4425
3597,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2024,Bus,14.363,9.82,4,0.080297,0.00100866,0.000103515,0.99395,1488115.62,18693.1355,1918.40652,18.4205
3598,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2024,Rail,2.761,13.83,4,0.02274,7.58e-06,1.548e-06,0.16789,114117.51,38.0392,7.76842,0.8425
3599,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2024,Bicycle,4.249,4.88,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,Ho Chi Minh,Vietnam,Asia,9000000,Emerging,Mixed,2024,Walk,3.549,2.45,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3601,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2015,Car,21.223,13.23,4,0.193619,0.0004349,6.4203e-05,2.4956,11111973.63,24959.3136,3684.6696,143.2248
3602,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2015,Motorcycle,18.34,8.02,4,0.111565,0.00083121,9.4962e-05,1.47675,3354210.59,24990.3947,2855.04008,44.3986
3603,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2015,ElectricCar,1.79,14.13,4,0.03601,1.192e-05,3.198e-06,0.36349,186183.17,61.6302,16.53468,1.8794
3604,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2015,ElectricBike,3.095,7.49,4,0.005252,1.78e-06,5.2e-07,0.05379,24885.31,8.4341,2.46389,0.2549
3605,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2015,Bus,39.141,10.24,4,0.090471,0.00127083,0.00011837,1.07036,7411695.71,104110.7676,9697.27781,87.6876
3606,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2015,Rail,7.638,13.36,4,0.024786,9.77e-06,1.858e-06,0.19478,516998.06,203.7873,38.75504,4.0628
3607,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2015,Bicycle,2.93,5.2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3608,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2015,Walk,5.842,2.56,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3609,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2016,Car,20.591,12.57,2,0.189151,0.00046619,6.5526e-05,2.50502,5003407.06,12331.6204,1733.28849,66.2626
3610,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2016,Motorcycle,17.777,8.26,2,0.108951,0.00077482,9.0007e-05,1.57127,1635054.99,11627.9181,1350.75763,23.5804
3611,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2016,ElectricCar,2.409,13.78,2,0.03542,1.3e-05,3.272e-06,0.34992,120191.56,44.1132,11.10296,1.1874
3612,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2016,ElectricBike,3.392,7.38,2,0.005042,1.73e-06,5.13e-07,0.05117,12900.11,4.4263,1.31253,0.1309
3613,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2016,Bus,39.286,9.76,2,0.08955,0.00121046,0.00011157,1.11184,3509166.74,47433.9025,4372.05732,43.5693
3614,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2016,Rail,7.474,14.6,2,0.027029,9.93e-06,2.015e-06,0.20989,301435.65,110.7424,22.47189,2.3408
3615,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2016,Bicycle,2.993,5.32,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3616,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2016,Walk,6.077,2.53,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3617,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2017,Car,21.468,12.08,4,0.175908,0.00044807,5.659e-05,2.4259,9324436.33,23751.0527,2999.69218,128.5908
3618,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2017,Motorcycle,18.663,8.18,4,0.115868,0.00076,8.3925e-05,1.51894,3615537.07,23714.9875,2618.7899,47.3969
3619,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2017,ElectricCar,2.498,13.21,4,0.033402,1.255e-05,3.194e-06,0.32549,225326.19,84.6609,21.54637,2.1957
3620,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2017,ElectricBike,3.954,7.24,4,0.005199,1.74e-06,4.45e-07,0.05137,30421.63,10.1815,2.60389,0.3006
3621,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2017,Bus,36.863,10.44,4,0.084266,0.00117179,0.000122926,1.0947,6628558.41,92175.711,9669.64341,86.1116
3622,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2017,Rail,7.776,14.59,4,0.027021,8.56e-06,1.876e-06,0.19489,626645.12,198.5153,43.50639,4.5197
3623,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2017,Bicycle,2.957,5.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3624,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2017,Walk,5.821,2.53,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3625,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2018,Car,21.296,13.19,2,0.180125,0.00046724,5.7487e-05,2.48378,5170878.0,13413.1355,1650.28876,71.3023
3626,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2018,Motorcycle,17.55,8.02,2,0.107129,0.00076413,9.2061e-05,1.52792,1541032.59,10991.8811,1324.28195,21.9789
3627,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2018,ElectricCar,2.55,12.43,2,0.035078,1.189e-05,3.02e-06,0.37121,113646.11,38.5214,9.78423,1.2027
3628,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2018,ElectricBike,4.168,7.13,2,0.005241,1.63e-06,5.07e-07,0.05383,15918.0,4.9506,1.53986,0.1635
3629,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2018,Bus,36.786,9.91,2,0.086097,0.00111169,0.000104959,1.07981,3207734.65,41418.4761,3910.48029,40.2307
3630,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2018,Rail,8.228,14.36,2,0.025607,9.55e-06,1.887e-06,0.18778,309225.58,115.3241,22.78708,2.2676
3631,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2018,Bicycle,2.875,5.39,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3632,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2018,Walk,6.546,2.53,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3633,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2019,Car,22.008,11.42,4,0.185175,0.00042678,5.4494e-05,2.29395,9512846.5,21924.6261,2799.47648,117.8453
3634,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2019,Motorcycle,17.017,8.49,4,0.107668,0.00078886,9.5071e-05,1.51368,3179549.73,23295.8688,2807.54702,44.7006
3635,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2019,ElectricCar,2.72,13.26,4,0.033933,1.276e-05,2.795e-06,0.33016,250149.52,94.065,20.60436,2.4339
3636,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2019,ElectricBike,4.731,7.25,4,0.004938,1.73e-06,4.56e-07,0.0484,34619.8,12.1288,3.19697,0.3393
3637,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2019,Bus,37.753,10.26,4,0.086231,0.00113611,0.000100506,1.05994,6827278.35,89950.7046,7957.49137,83.92
3638,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2019,Rail,7.678,14.19,4,0.024223,9.51e-06,1.737e-06,0.17806,539421.62,211.778,38.68123,3.9652
3639,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2019,Bicycle,2.813,5.17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2019,Walk,5.279,2.65,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3641,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2020,Car,20.603,12.65,2,0.181576,0.00044014,4.969e-05,2.41424,4836578.23,11723.8597,1323.57565,64.3073
3642,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2020,Motorcycle,18.906,8.06,2,0.09653,0.00076221,8.7046e-05,1.47362,1503269.86,11869.9608,1355.57472,22.9488
3643,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2020,ElectricCar,3.06,12.67,2,0.03211,1.271e-05,3.104e-06,0.33788,127250.06,50.369,12.30097,1.339
3644,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2020,ElectricBike,4.918,6.96,2,0.004649,1.8e-06,4.61e-07,0.04831,16261.76,6.2962,1.61253,0.169
3645,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2020,Bus,36.19,10.48,2,0.081296,0.00120058,0.000110678,1.02034,3151199.48,46536.94,4290.10599,39.5505
3646,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2020,Rail,7.706,14.74,2,0.024268,9.32e-06,1.868e-06,0.18061,281718.0,108.1923,21.6849,2.0966
3647,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2020,Bicycle,2.964,5.19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3648,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2020,Walk,5.653,2.8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3649,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2021,Car,21.366,12.1,4,0.171425,0.00046192,4.9591e-05,2.29282,9058685.95,24409.4398,2620.55882,121.1605
3650,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2021,Motorcycle,18.229,8.41,4,0.10788,0.00065042,7.635e-05,1.56315,3380550.53,20381.6989,2392.51977,48.9832
3651,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2021,ElectricCar,3.414,12.71,4,0.033133,1.154e-05,2.828e-06,0.3316,293863.54,102.3507,25.08213,2.941
3652,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2021,ElectricBike,5.467,7.12,4,0.005031,1.6e-06,4.74e-07,0.04921,40025.29,12.7292,3.77102,0.3915
3653,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2021,Bus,34.262,9.56,4,0.080808,0.00103771,9.9633e-05,1.01103,5410182.18,69475.7963,6670.5361,67.6895
3654,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2021,Rail,7.489,14.06,4,0.024617,8.69e-06,1.759e-06,0.18006,529797.48,187.0228,37.85651,3.8752
3655,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2021,Bicycle,3.041,4.76,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3656,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2021,Walk,6.732,2.53,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3657,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2022,Car,21.169,11.95,3,0.170063,0.00039595,4.02e-05,2.25129,6595082.55,15355.0328,1558.96532,87.3055
3658,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2022,Motorcycle,16.262,9.23,3,0.097874,0.00069358,7.1027e-05,1.57856,2252052.2,15959.0736,1634.31056,36.3222
3659,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2022,ElectricCar,3.61,13.8,3,0.031998,1.211e-05,2.683e-06,0.33322,244399.36,92.4957,20.49264,2.5451
3660,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2022,ElectricBike,5.844,7.43,3,0.004795,1.73e-06,4.48e-07,0.04855,31917.28,11.5155,2.98205,0.3232
3661,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2022,Bus,38.271,9.84,3,0.082587,0.0010294,0.000101047,1.01877,4767823.58,59428.2102,5833.53638,58.8145
3662,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2022,Rail,6.812,14.15,3,0.023477,8.9e-06,1.63e-06,0.18811,346886.67,131.5028,24.08422,2.7794
3663,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2022,Bicycle,2.643,5.31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3664,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2022,Walk,5.389,2.45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3665,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2023,Car,20.951,11.96,4,0.169917,0.00039522,4.4859e-05,2.09497,8702849.01,20242.4712,2297.59885,107.3007
3666,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2023,Motorcycle,16.254,8.29,4,0.103675,0.00068026,7.8026e-05,1.54238,2855456.72,18735.9826,2149.0221,42.4808
3667,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2023,ElectricCar,3.625,14.01,4,0.031603,1.057e-05,2.598e-06,0.34004,328084.38,109.7317,26.97096,3.5301
3668,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2023,ElectricBike,6.236,7.43,4,0.0048,1.59e-06,4.38e-07,0.04807,45456.81,15.0576,4.14793,0.4552
3669,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2023,Bus,35.506,11.25,4,0.079624,0.00110601,0.000100434,0.99053,6501055.2,90302.3217,8200.12783,80.8737
3670,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2023,Rail,8.173,14.83,4,0.023363,8.1e-06,1.555e-06,0.1824,578791.94,200.6684,38.52337,4.5188
3671,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2023,Bicycle,3.301,5.12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3672,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2023,Walk,5.953,2.75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3673,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2024,Car,19.832,12.48,2,0.16308,0.00038392,4.9938e-05,2.13301,4125068.17,9711.1612,1263.16933,53.954
3674,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2024,Motorcycle,15.838,8.19,2,0.102334,0.00071362,7.283e-05,1.45009,1356568.61,9459.9497,965.45519,19.2228
3675,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2024,ElectricCar,3.876,12.67,2,0.031286,1.154e-05,2.83e-06,0.33794,157006.67,57.9127,14.20216,1.6959
3676,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2024,ElectricBike,6.75,7.42,2,0.004935,1.61e-06,3.92e-07,0.04723,25261.14,8.2412,2.00656,0.2418
3677,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2024,Bus,38.682,10.41,2,0.079876,0.00101221,9.7854e-05,0.94352,3287244.21,41656.8364,4027.11697,38.8299
3678,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2024,Rail,7.194,13.79,2,0.023955,9.16e-06,1.663e-06,0.17934,242880.31,92.8735,16.8612,1.8183
3679,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2024,Bicycle,2.638,5.27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3680,Manila,Philippines,Asia,14000000,Developing,Coal-heavy,2024,Walk,5.19,2.51,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3681,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2015,Car,48.077,12.43,3,0.193229,0.00046965,6.1884e-05,2.35396,10368238.12,25200.3738,3320.55772,126.3083
3682,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2015,Motorcycle,7.941,8.36,3,0.107552,0.00071345,9.3614e-05,1.67063,641078.46,4252.6167,557.9991,9.958
3683,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2015,ElectricCar,4.991,13.9,3,0.03462,1.268e-05,2.891e-06,0.33207,215662.27,78.989,18.00923,2.0686
3684,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2015,ElectricBike,2.947,6.66,3,0.005108,1.87e-06,5.03e-07,0.04646,9000.68,3.2951,0.88632,0.0819
3685,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2015,Bus,16.241,10.01,3,0.083136,0.00118849,0.000117235,1.08846,1213576.2,17348.9605,1711.33571,15.8888
3686,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2015,Rail,12.24,13.66,3,0.024981,9.35e-06,2.064e-06,0.17735,375029.52,140.3677,30.98599,2.6625
3687,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2015,Bicycle,3.762,5.22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3688,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2015,Walk,3.802,2.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3689,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2016,Car,47.325,11.34,4,0.192524,0.00045619,5.2747e-05,2.53663,12369631.44,29310.1232,3388.98501,162.978
3690,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2016,Motorcycle,8.258,8.33,4,0.118547,0.00083317,8.9264e-05,1.61045,976311.97,6861.6991,735.14734,13.2631
3691,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2016,ElectricCar,5.454,13.57,4,0.032666,1.141e-05,3.19e-06,0.34075,289460.03,101.1063,28.26723,3.0195
3692,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2016,ElectricBike,3.41,7.15,4,0.004942,1.83e-06,4.69e-07,0.05098,14423.57,5.341,1.36881,0.1488
3693,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2016,Bus,16.203,10.57,4,0.086402,0.00102614,0.000120097,1.11217,1771569.06,21039.7661,2462.44449,22.8037
3694,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2016,Rail,11.307,12.91,4,0.024513,9.8e-06,2.037e-06,0.18322,428372.85,171.2583,35.59725,3.2018
3695,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2016,Bicycle,4.004,4.93,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3696,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2016,Walk,4.039,2.47,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3697,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2017,Car,47.786,11.45,3,0.187813,0.00043129,6.0976e-05,2.45278,9226927.85,21188.5318,2995.64542,120.5008
3698,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2017,Motorcycle,7.647,8.21,3,0.107411,0.00076412,8.1456e-05,1.46847,605502.7,4307.5358,459.18787,8.2781
3699,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2017,ElectricCar,5.544,13.1,3,0.0307,1.117e-05,2.911e-06,0.3217,200214.94,72.8469,18.98455,2.098
3700,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2017,ElectricBike,3.516,6.89,3,0.004428,1.91e-06,4.17e-07,0.04763,9631.53,4.1545,0.90703,0.1036
3701,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2017,Bus,15.822,9.63,3,0.083915,0.00112646,0.000111992,0.94442,1148008.41,15410.6603,1532.11891,12.9202
3702,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2017,Rail,11.76,13.85,3,0.022041,8.98e-06,1.75e-06,0.18006,322349.52,131.3325,25.59374,2.6334
3703,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2017,Bicycle,3.933,4.88,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3704,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2017,Walk,3.992,2.48,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3705,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2018,Car,47.478,11.43,3,0.18016,0.0004109,5.0434e-05,2.2992,8778669.64,20021.9547,2457.50125,112.0333
3706,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2018,Motorcycle,7.761,8.02,3,0.106328,0.00077312,8.5624e-05,1.37652,594222.68,4320.644,478.51669,7.6928
3707,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2018,ElectricCar,6.562,13.29,3,0.030863,1.231e-05,2.786e-06,0.3378,241671.92,96.3931,21.8157,2.6451
3708,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2018,ElectricBike,4.724,7.82,3,0.004552,1.71e-06,4.67e-07,0.04845,15098.14,5.6718,1.54895,0.1607
3709,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2018,Bus,14.651,10.71,3,0.082852,0.00108909,0.000109294,1.01207,1167337.42,15344.6569,1539.89012,14.2595
3710,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2018,Rail,11.323,15.2,3,0.024372,9.63e-06,1.723e-06,0.17761,376643.32,148.8214,26.62713,2.7448
3711,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2018,Bicycle,3.613,4.92,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3712,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2018,Walk,3.888,2.55,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3713,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2019,Car,46.725,11.77,3,0.186078,0.00042373,5.2189e-05,2.30134,9188630.22,20924.0119,2577.12047,113.6414
3714,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2019,Motorcycle,7.822,8.35,3,0.110982,0.00073057,8.4826e-05,1.58,650892.95,4284.6846,497.4919,9.2665
3715,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2019,ElectricCar,6.66,13.58,3,0.031359,1.133e-05,2.736e-06,0.32156,254659.32,92.0084,22.21844,2.6113
3716,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2019,ElectricBike,4.793,7.55,3,0.004741,1.77e-06,4.56e-07,0.04988,15403.29,5.7506,1.48152,0.1621
3717,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2019,Bus,14.997,9.69,3,0.083843,0.00111646,0.000105251,1.09249,1093986.97,14567.6168,1373.31945,14.2549
3718,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2019,Rail,11.7,15.06,3,0.02291,9.52e-06,1.593e-06,0.17377,362461.53,150.6169,25.20302,2.7492
3719,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2019,Bicycle,3.667,5.63,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3720,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2019,Walk,3.636,2.43,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3721,Kuala Lumpur,Malaysia,Asia,8200000,Emerging,Coal-heavy,2020,Car,44.446,11.66,3,0.183656,0.00041899,5.6227e-05,2.29554,8546103.58,19496.9505,2616.42291,106.8188
